seller_id,seller_name,email,phone,city,state,country,seller_rating,seller_status,joined_date,_dq_issue
S00250,Bahri Emporium,bahriemporium980@gmail.com,7818268861,Mumbai,Maharashtra,India,3.1,Inactive,2026-06-10,
S00486,Karan Sports & Fitness Hub,karansportsfitnesshu43@gmail.com,6794200749,Hyderabad,Telangana,India,2.8,Active,2022-12-10,
S00592,Golla Retail Pvt Ltd,gollaretailpvtltd838@gmail.com,9931216376,Delhi,Delhi,India,2.1,Active,2019-02-18,
S00781,Buch Emporium,buchemporium999@gmail.com,9403344505,Mumbai,Maharashtra,India,3.3,Active,2025-04-04,
S00064,Books & Stationery Emporium - Prakash,booksstationeryempor851@gmail.com,7474517123,Pune,Maharashtra,India,4.3,Active,2023-06-16,
S00278,Dua Home & Lifestyle Hub,duahomelifestylehub755@gmail.com,6184895543,Bengaluru,Karnataka,India,3.8,Active,2023-07-13,
S00074,Gandhi Toys & Baby Care Enterprises,gandhitoysbabycareen852@gmail.com,6161528098,Ahmedabad,Gujarat,India,3.7,Active,2023-08-10,
S00595,Tanveer Beauty Enterprises,tanveerbeautyenterpr146@gmail.com,6303662543,Mumbai,Maharashtra,India,4.5,Active,2020-04-05,
S00907,Yashica Home & Lifestyle Mart,yashicahomelifestyle62@gmail.com,9056035679,Bengaluru,Karnataka,India,4.3,Active,2020-06-05,
S00410,Footwear Retail Pvt Ltd - Mukhopadhyay,footwearretailpvtltd30@gmail.com,6322342321,Hyderabad,Telangana,India,3.3,Active,2020-04-02,
S00002,Yash Kitchenware Exports,yashkitchenwareexpor226@gmail.com,9940265423,Hyderabad,Telangana,India,4.6,Active,2020-01-15,
S00411,Reddy Toys & Baby Care House,reddytoysbabycarehou202@gmail.com,6089071401,Mumbai,Maharashtra,India,3.0,Active,2020-01-31,
S00162,Benjamin Footwear Store,benjaminfootwearstor117@gmail.com,8785969691,Pune,Maharashtra,India,3.1,Active,2025-12-03,
S00559,Nair Ventures,nairventures394@gmail.com,9649215182,Ahmedabad,Gujarat,India,3.3,Active,2023-06-01,
S00212,Mobiles & Accessories Enterprises - Gara,mobilesaccessoriesen889@gmail.com,8646799702,Coimbatore,Tamil Nadu,India,2.9,Active,2025-10-29,
S00821,Jalsa Mobiles & Accessories House,jalsamobilesaccessor765@gmail.com,8546553585,Indore,Madhya Pradesh,India,2.0,Active,2022-08-10,
S00664,Shravya Toys & Baby Care Traders,shravyatoysbabycaret401@gmail.com,6146723849,Delhi,Delhi,India,4.0,Inactive,2025-12-02,
S00881,Manda Hub,mandahub407@gmail.com,7280944858,Kolkata,West Bengal,India,3.2,Active,2025-10-24,
S00088,Varkey Enterprises,varkeyenterprises939@gmail.com,8462914865,Indore,Madhya Pradesh,India,4.2,Active,2024-11-26,
S00671,Mandal Footwear Ventures,mandalfootwearventur946@gmail.com,7517629833,Chennai,Tamil Nadu,India,2.8,Active,2022-03-17,
S00082,Nigam Sports & Fitness Hub,nigamsportsfitnesshu406@gmail.com,8535218188,Chennai,Tamil Nadu,India,2.6,Active,2022-12-09,duplicate_seller_record
S00748,Anmol Furniture Exports,anmolfurnitureexport433@gmail.com,6464197857,Mumbai,Maharashtra,India,4.0,Active,2023-02-03,
S00257,Sunder Mobiles & Accessories House,sundermobilesaccesso313@gmail.com,7536822239,Mumbai,Maharashtra,India,4.3,Active,2021-01-12,
S00232,Toys & Baby Care Mart - Sandhu,toysbabycaremartsand476@gmail.com,6120455611,Ahmedabad,Gujarat,India,4.3,Inactive,2019-02-09,
S00033,Turvi Grocery Store,turvigrocerystore711@gmail.com,7316658760,Mumbai,Maharashtra,India,2.6,Active,2025-07-20,
S00457,Raagini Furniture Collection,raaginifurniturecoll709@gmail.com,9974995641,Mumbai,Maharashtra,India,2.3,Active,2020-04-03,
S00711,Prabhu Retail Pvt Ltd,prabhuretailpvtltd799@gmail.com,6995298006,Bengaluru,Karnataka,India,2.1,Active,2022-12-15,
S00886,Pau Kitchenware Emporium,paukitchenwareempori287@gmail.com,9040142473,Ludhiana,Punjab,India,2.2,Active,2019-05-05,
S00673,Gaurika Furniture Co.,gaurikafurnitureco195@gmail.com,7978559821,Bengaluru,Karnataka,India,3.4,Active,2019-10-18,
S00152,George Grocery Exports,georgegroceryexports174@gmail.com,7444721264,Hyderabad,Telangana,India,3.3,Active,2019-11-12,
S00320,Ravel Emporium,ravelemporium758@gmail.com,7388487920,Chennai,Tamil Nadu,India,3.2,Inactive,2024-11-27,
S00282,Pillay Exports,pillayexports511@gmail.com,7334333395,Delhi,Delhi,India,2.4,Active,2019-11-18,
S00794,Keer Toys & Baby Care Traders,keertoysbabycaretrad390@gmail.com,9615541643,Hyderabad,Telangana,India,5.0,Active,2026-03-21,
S00337,Grocery Retail Pvt Ltd - Walla,groceryretailpvtltdw626@gmail.com,7795014556,Chennai,Tamil Nadu,India,4.2,Active,2025-03-04,
S00237,Electronics Collection - Khare,electronicscollectio247@gmail.com,8408386631,Indore,Madhya Pradesh,India,3.4,Active,2024-01-10,
S00516,Oeshi Mobiles & Accessories Ventures,oeshimobilesaccessor391@gmail.com,7618637159,Hyderabad,Telangana,India,4.7,Active,2022-06-01,
S00114,Ramakrishnan Sports & Fitness Emporium,ramakrishnansportsfi411@gmail.com,6983584168,Surat,Gujarat,India,3.4,Active,2025-12-27,
S00541,Owen Electronics Co.,owenelectronicsco538@gmail.com,9462252237,Mumbai,Maharashtra,India,2.5,Inactive,2024-01-20,
S00725,Nagar Exports,nagarexports80@gmail.com,7134249128,Hyderabad,Telangana,India,3.7,Active,2022-09-14,
S00957,Toys & Baby Care Exports - Sood,toysbabycareexportss805@gmail.com,6515263840,Hyderabad,Telangana,India,4.5,Active,2019-12-20,
S00800,Wagle Electronics Co.,wagleelectronicsco735@gmail.com,9491334245,Delhi,Delhi,India,4.0,Active,2025-08-16,
S00016,Chanda Retail Pvt Ltd,chandaretailpvtltd304@gmail.com,7098050097,Ahmedabad,Gujarat,India,3.5,Inactive,2020-10-06,
S00299,Vig Fashion Emporium,vigfashionemporium864@gmail.com,7046187234,Chennai,Tamil Nadu,India,4.2,Active,2020-05-14,
S00504,Kaur Mobiles & Accessories Emporium,kaurmobilesaccessori999@gmail.com,6334234258,Pune,Maharashtra,India,2.8,Active,2020-12-22,
S00420,Toys & Baby Care Store - Halder,toysbabycarestorehal678@gmail.com,9784858800,Jaipur,Rajasthan,India,4.8,Inactive,2020-05-02,
S00344,Oak Sports & Fitness Retail Pvt Ltd,oaksportsfitnessreta886@gmail.com,8504617357,Hyderabad,Telangana,India,4.3,Active,2024-11-20,
S00822,Pillay Store,pillaystore99@gmail.com,9851935837,Indore,Madhya Pradesh,India,2.9,Active,2024-02-29,
S00884,Raagini Footwear Store,raaginifootwearstore970@gmail.com,9576927789,Chandigarh,Chandigarh,India,2.9,Inactive,2021-10-14,
S00265,Chandresh Sports & Fitness Exports,chandreshsportsfitne375@gmail.com,6846386557,Hyderabad,Telangana,India,4.2,Inactive,2019-01-28,
S00338,Mahal Toys & Baby Care Retail Pvt Ltd,mahaltoysbabycareret712@gmail.com,8586833901,Mumbai,Maharashtra,India,3.7,Inactive,2024-12-06,
S00429,Tamanna Furniture Hub,tamannafurniturehub958@gmail.com,6835723246,Delhi,Delhi,India,3.3,Inactive,2019-09-21,
S00263,Chacko Exports,chackoexports776@gmail.com,7722992750,Indore,Madhya Pradesh,India,2.7,Active,2019-09-15,
S00514,Rama Emporium,ramaemporium440@gmail.com,9377805292,Bengaluru,Karnataka,India,3.0,Active,2024-08-09,
S00497,Mekhala Fashion Traders,mekhalafashiontrader321@gmail.com,6207049611,Pune,Maharashtra,India,3.9,Active,2022-04-22,
S00839,Bhanumati Kitchenware Co.,bhanumatikitchenware292@gmail.com,8494116318,Ludhiana,Punjab,India,4.3,Active,2024-10-23,
S00586,Mallick Co.,mallickco759@gmail.com,9788127868,Ludhiana,Punjab,India,4.2,Active,2022-01-17,
S00688,Om Collection,omcollection419@gmail.com,6914985172,Chennai,Tamil Nadu,India,2.8,Active,2021-11-29,
S00080,Yug Fashion Collection,yugfashioncollection180@gmail.com,7683885160,Bengaluru,Karnataka,India,3.4,Active,2019-11-15,
S00804,Grewal Home & Lifestyle Collection,grewalhomelifestylec124@gmail.com,8254768182,Pune,Maharashtra,India,3.3,Inactive,2024-09-23,
S00823,Gabriel Toys & Baby Care Ventures,gabrieltoysbabycarev67@gmail.com,7087805721,Kolkata,West Bengal,India,4.0,Active,2022-02-04,
S00014,Tanveer Home & Lifestyle Hub,tanveerhomelifestyle144@gmail.com,9247317810,Delhi,Delhi,India,3.9,Active,2019-03-02,
S00908,Upadhyay House,upadhyayhouse248@gmail.com,8716906181,Chennai,Tamil Nadu,India,4.0,Active,2026-03-12,
S00444,Lanka Mobiles & Accessories Exports,lankamobilesaccessor6@gmail.com,8896465280,Coimbatore,Tamil Nadu,India,3.7,Active,2024-08-25,
S00979,Falak Beauty Exports,falakbeautyexports915@gmail.com,7153911498,Bengaluru,Karnataka,India,4.1,Inactive,2021-09-14,
S00425,Mandal Toys & Baby Care Ventures,mandaltoysbabycareve325@gmail.com,9965917135,Mumbai,Maharashtra,India,3.5,Active,2026-06-26,
S00769,Beauty House - Batta,beautyhousebatta653@gmail.com,7039429045,Pune,Maharashtra,India,4.0,Active,2024-10-17,
S00634,Toys & Baby Care House - Rattan,toysbabycarehouserat836@gmail.com,8919663955,Chennai,Tamil Nadu,India,4.4,Active,2024-01-15,
S00184,Garima Kitchenware Co.,garimakitchenwareco230@gmail.com,8365419518,Hyderabad,Telangana,India,3.9,Active,2021-07-03,
S00218,Batra Exports,batraexports616@gmail.com,6349446657,Chennai,Tamil Nadu,India,2.8,Active,2024-11-02,
S00098,Bhat Footwear Retail Pvt Ltd,bhatfootwearretailpv361@gmail.com,8277221704,Surat,Gujarat,India,2.6,Active,2019-06-21,
S00732,Tanveer Grocery Enterprises,tanveergroceryenterp855@gmail.com,6070518439,Indore,Madhya Pradesh,India,4.1,Active,2022-07-20,
S00073,Dave Exports,daveexports441@gmail.com,9365766156,Lucknow,Uttar Pradesh,India,3.0,Active,2020-09-17,
S00356,Darpan Furniture Mart,darpanfurnituremart736@gmail.com,8190986240,Hyderabad,Telangana,India,3.2,Active,2019-08-06,
S00233,Dutt Exports,duttexports337@gmail.com,8794155216,Indore,Madhya Pradesh,India,3.3,Active,2023-04-29,
S00118,Teerth Books & Stationery Exports,teerthbooksstationer152@gmail.com,7091307562,Chennai,Tamil Nadu,India,3.3,Active,2024-08-17,
S00050,Sports & Fitness Co. - Dua,sportsfitnesscodua619@gmail.com,8013990490,Kolkata,West Bengal,India,4.1,Active,2024-10-26,
S00289,Mitra Exports,mitraexports591@gmail.com,7455877169,Bengaluru,Karnataka,India,2.9,Active,2020-08-16,
S00585,Pillai Footwear Collection,pillaifootwearcollec933@gmail.com,9176880294,Ludhiana,Punjab,India,4.0,Active,2019-07-06,
S00290,Idika Furniture Emporium,idikafurnitureempori647@gmail.com,9112535544,Indore,Madhya Pradesh,India,3.8,Active,2023-12-28,
S00553,Pooja Kitchenware Ventures,poojakitchenwarevent647@gmail.com,7746052330,Delhi,Delhi,India,4.5,Active,2024-06-19,
S00911,Narula Emporium,narulaemporium580@gmail.com,7543586449,Hyderabad,Telangana,India,3.3,Active,2025-11-16,
S00962,Sports & Fitness Retail Pvt Ltd - Gill,sportsfitnessretailp349@gmail.com,9185174460,Ahmedabad,Gujarat,India,1.6,Active,2021-01-26,
S00581,Beauty Emporium - Chawla,beautyemporiumchawla966@gmail.com,8635020005,Delhi,Delhi,India,2.6,Active,2025-10-20,
S00965,Grewal Mobiles & Accessories Traders,grewalmobilesaccesso913@gmail.com,9075681429,Mumbai,Maharashtra,India,4.6,Inactive,2021-10-11,
S00564,Siya Beauty Exports,siyabeautyexports963@gmail.com,7831435989,Mumbai,Maharashtra,India,2.4,Active,2022-07-19,
S00188,Chopra Footwear Collection,choprafootwearcollec595@gmail.com,6826199062,Bengaluru,Karnataka,India,2.7,Active,2022-07-14,
S00779,Furniture Retail Pvt Ltd - Gole,furnitureretailpvtlt161@gmail.com,7622925879,Delhi,Delhi,India,4.2,Active,2022-01-08,
S00421,Ekaraj Footwear House,ekarajfootwearhouse471@gmail.com,6028427624,Bengaluru,Karnataka,India,4.0,Active,2020-03-24,
S00644,Hora Exports,horaexports480@gmail.com,9371539885,Mumbai,Maharashtra,India,4.1,Active,2024-02-03,duplicate_seller_record
S00193,Basu Footwear Enterprises,basufootwearenterpri965@gmail.com,9029667066,Mumbai,Maharashtra,India,2.5,Active,2021-02-05,
S00621,Irya Toys & Baby Care House,iryatoysbabycarehous361@gmail.com,8868512765,Ahmedabad,Gujarat,India,2.5,Active,2025-02-01,
S00309,Sura Home & Lifestyle Hub,surahomelifestylehub104@gmail.com,7863383928,Mumbai,Maharashtra,India,4.1,Active,2020-03-08,
S00474,Warjas Grocery Co.,warjasgroceryco849@gmail.com,9110627371,Chennai,Tamil Nadu,India,3.2,Active,2025-08-06,
S00782,Damini Home & Lifestyle Store,daminihomelifestyles877@gmail.com,8113257970,Hyderabad,Telangana,India,4.2,Active,2024-06-17,
S00638,Bose Sports & Fitness Enterprises,bosesportsfitnessent464@gmail.com,7959639040,Patna,Bihar,India,3.9,Inactive,2019-01-20,
S00005,Sami Hub,samihub168@gmail.com,9648350305,Kolkata,West Bengal,India,3.3,Active,2025-05-12,
S00318,Badal Mobiles & Accessories Enterprises,badalmobilesaccessor688@gmail.com,9655355904,Ahmedabad,Gujarat,India,2.5,Active,2023-12-17,
S00350,Dixit Emporium,dixitemporium731@gmail.com,6792171747,Kolkata,West Bengal,India,3.5,Inactive,2020-08-11,
S00610,Darika Sports & Fitness Traders,darikasportsfitnesst245@gmail.com,7991297102,Kolkata,West Bengal,India,4.1,Active,2019-12-24,
S00203,Osha Grocery House,oshagroceryhouse903@gmail.com,9586179327,Surat,Gujarat,India,2.0,Active,2022-04-22,
S00753,Hemani Kitchenware Mart,hemanikitchenwaremar411@gmail.com,6241613944,Coimbatore,Tamil Nadu,India,3.8,Active,2021-09-25,
S00848,Bath House,bathhouse482@gmail.com,6874960335,Ahmedabad,Gujarat,India,3.7,Active,2023-04-24,
S00579,Bhavna Sports & Fitness Store,bhavnasportsfitnesss724@gmail.com,6892392312,Ahmedabad,Gujarat,India,3.3,Active,2021-02-26,
S00944,Toys & Baby Care Enterprises - Kunda,toysbabycareenterpri608@gmail.com,8981942179,Kochi,Kerala,India,4.3,Active,2024-10-09,
S00052,Lakshmi Books & Stationery Traders,lakshmibooksstatione91@gmail.com,8451680876,Nagpur,Maharashtra,India,1.8,Active,2025-12-25,
S00926,Johal Grocery Hub,johalgroceryhub798@gmail.com,9852282305,Delhi,Delhi,India,4.3,Active,2024-10-03,
S00145,Desai Collection,desaicollection714@gmail.com,7410166687,Mumbai,Maharashtra,India,1.8,Active,2020-12-02,
S00943,Pal Kitchenware Emporium,palkitchenwareempori42@gmail.com,7451091090,Ahmedabad,Gujarat,India,4.2,Active,2020-11-27,
S00942,Mani Electronics Enterprises,manielectronicsenter85@gmail.com,6286712007,Bengaluru,Karnataka,India,2.5,Active,2023-02-11,
S00986,Sekhon Exports,sekhonexports55@gmail.com,7832308981,Hyderabad,Telangana,India,2.8,Active,2022-10-21,
S00489,Gill Mobiles & Accessories Collection,gillmobilesaccessori924@gmail.com,6268768118,Coimbatore,Tamil Nadu,India,1.6,Active,2023-12-29,
S00234,Sengupta House,senguptahouse116@gmail.com,7021697972,Ahmedabad,Gujarat,India,3.8,Active,2025-11-09,
S00092,Solanki Retail Pvt Ltd,solankiretailpvtltd821@gmail.com,7407581814,Hyderabad,Telangana,India,2.0,Active,2024-01-15,
S00640,Hari Toys & Baby Care Ventures,haritoysbabycarevent403@gmail.com,8771591030,Jaipur,Rajasthan,India,4.3,Active,2022-08-15,
S00921,Max Electronics Ventures,maxelectronicsventur173@gmail.com,9335564343,Pune,Maharashtra,India,3.2,Inactive,2019-04-10,
S00358,Aishani Home & Lifestyle Hub,aishanihomelifestyle864@gmail.com,8624220102,Chennai,Tamil Nadu,India,4.0,Active,2023-11-24,
S00173,Dutta Mart,duttamart440@gmail.com,6103712938,Mumbai,Maharashtra,India,4.0,Active,2022-11-08,
S00836,Modi Mobiles & Accessories Traders,modimobilesaccessori945@gmail.com,9314035263,Hyderabad,Telangana,India,3.2,Active,2019-07-03,
S00561,Electronics Hub - Setty,electronicshubsetty872@gmail.com,6118458260,Ahmedabad,Gujarat,India,2.8,Active,2024-10-28,
S00381,Home & Lifestyle Retail Pvt Ltd - Naidu,homelifestyleretailp536@gmail.com,9632909279,Ahmedabad,Gujarat,India,4.6,Active,2022-05-18,
S00820,Khalsa Exports,khalsaexports149_at_gmail,6430977688,Kochi,Kerala,India,4.9,Active,2021-02-01,invalid_email_format
S00151,Fashion Enterprises - Suresh,fashionenterprisessu568@gmail.com,6995604661,Bengaluru,Karnataka,India,4.0,Active,2021-09-21,
S00019,Bassi Mart,bassimart956@gmail.com,8135427849,Hyderabad,Telangana,India,4.8,Active,2024-12-06,
S00670,Kashish Toys & Baby Care Exports,kashishtoysbabycaree332@gmail.com,7312661094,Ahmedabad,Gujarat,India,2.2,Active,2019-10-26,
S00319,Menon Traders,menontraders205@gmail.com,8211039240,Kolkata,West Bengal,India,3.1,Active,2022-06-03,
S00616,Mann Mobiles & Accessories House,mannmobilesaccessori959@gmail.com,8673030644,Mumbai,Maharashtra,India,3.9,Active,2019-10-11,
S00932,Koshy Grocery Exports,koshygroceryexports303@gmail.com,8057661945,Delhi,Delhi,India,4.2,Active,2019-06-15,
S00446,Beauty Mart - Narasimhan,beautymartnarasimhan530@gmail.com,8625728703,Coimbatore,Tamil Nadu,India,2.4,Active,2019-05-27,
S00271,Krishnan Mobiles & Accessories Hub,krishnanmobilesacces919@gmail.com,9865086376,Pune,Maharashtra,India,3.1,Active,2025-06-17,
S00549,Beauty Store - Kant,beautystorekant682@gmail.com,9128715399,Kochi,Kerala,India,1.9,Active,2023-04-13,
S00070,Khosla Fashion Retail Pvt Ltd,khoslafashionretailp367@gmail.com,7950240268,Mumbai,Maharashtra,India,2.2,Active,2024-01-11,
S00853,Ravi Collection,ravicollection459@gmail.com,6795515122,Kolkata,West Bengal,India,3.8,Active,2020-09-04,
S00773,Raju Store,rajustore263@gmail.com,7337209484,Chennai,Tamil Nadu,India,2.1,Active,2019-09-18,
S00317,Swaminathan Retail Pvt Ltd,swaminathanretailpvt493@gmail.com,7769389833,Hyderabad,Telangana,India,2.0,Active,2022-08-17,
S00751,Prakash Fashion Ventures,prakashfashionventur366@gmail.com,6863218122,Delhi,Delhi,India,3.8,Active,2022-01-30,
S00022,Memon Enterprises,memonenterprises559@gmail.com,6598262045,Hyderabad,Telangana,India,4.4,Active,2019-06-13,
S00578,Sports & Fitness Collection - Pandya,sportsfitnesscollect289@gmail.com,9163928234,Jaipur,Rajasthan,India,4.1,Inactive,2021-10-10,
S00565,Kari Sports & Fitness House,karisportsfitnesshou988@gmail.com,7141818615,Patna,Bihar,India,3.9,Active,2022-09-28,
S00953,Urmi Toys & Baby Care Store,urmitoysbabycarestor3@gmail.com,9014886084,Mumbai,Maharashtra,India,4.1,Active,2024-07-27,
S00207,Shivansh Beauty House,shivanshbeautyhouse501@gmail.com,8186256527,Indore,Madhya Pradesh,India,1.8,Active,2021-12-14,
S00196,Raagini Beauty Traders,raaginibeautytraders543@gmail.com,8932133480,Mumbai,Maharashtra,India,4.1,Inactive,2025-06-16,
S00494,Hamsini Books & Stationery Collection,hamsinibooksstatione371@gmail.com,6304687506,,Maharashtra,India,2.6,Active,2025-05-31,missing_city_or_state
S00593,Rattan Sports & Fitness House,rattansportsfitnessh113@gmail.com,6023142900,Kolkata,West Bengal,India,4.6,Active,2022-10-18,
S00046,Pathak Electronics Ventures,pathakelectronicsven156@gmail.com,7941318699,Bengaluru,Karnataka,India,4.2,Active,2024-11-10,
S00345,Behl Electronics Emporium,behlelectronicsempor797@gmail.com,7178078235,Delhi,Delhi,India,4.5,Active,2024-11-14,
S00455,Electronics Collection - Nair,electronicscollectio364@gmail.com,8918017226,Chennai,Tamil Nadu,India,1.8,Active,2022-05-04,
S00366,Mandal Traders,mandaltraders476@gmail.com,9747836674,Kolkata,West Bengal,India,2.4,Inactive,2019-02-18,
S00466,Footwear Retail Pvt Ltd - Kumer,footwearretailpvtltd726@gmail.com,9871255213,Indore,Madhya Pradesh,India,3.4,Active,2019-01-27,
S00687,Sports & Fitness Traders - Gole,sportsfitnesstraders371@gmail.com,8490149542,Bengaluru,Karnataka,India,3.4,Active,2019-02-06,
S00735,Khanna Grocery Co.,khannagroceryco191@gmail.com,8902035713,Coimbatore,Tamil Nadu,India,3.0,Active,2021-02-21,
S00824,Dayamai Kitchenware Traders,dayamaikitchenwaretr442@gmail.com,7637484539,Hyderabad,Telangana,India,4.2,Active,2023-07-26,
S00210,Sathe Store,sathestore130@gmail.com,6616329451,Nagpur,Maharashtra,India,2.1,Active,2025-03-11,
S00729,Footwear Collection - Dewan,footwearcollectionde746@gmail.com,9398365203,Mumbai,Maharashtra,India,3.4,Active,2019-01-23,
S00371,Sports & Fitness House - Lata,sportsfitnesshousela62@gmail.com,8427173962,Jaipur,Rajasthan,India,3.9,Active,2025-01-23,
S00617,Abhimanyu Electronics Mart,abhimanyuelectronics893@gmail.com,9834201654,Delhi,Delhi,India,2.5,Active,2023-09-13,
S00081,Devansh Mobiles & Accessories House,devanshmobilesaccess727@gmail.com,9416052975,Indore,Madhya Pradesh,India,2.1,Active,2021-09-23,
S00107,Zachariah Footwear Exports,zachariahfootwearexp461@gmail.com,9852892268,Mumbai,Maharashtra,India,4.5,Active,2020-05-23,
S00731,Anirudh Mobiles & Accessories Traders,anirudhmobilesaccess623@gmail.com,9727810509,Kolkata,West Bengal,India,4.4,Active,2020-12-25,
S00831,Kabir Toys & Baby Care Exports,kabirtoysbabycareexp803@gmail.com,9181535237,Coimbatore,Tamil Nadu,India,2.6,Active,2023-01-07,
S00966,Barad Grocery Retail Pvt Ltd,baradgroceryretailpv646@gmail.com,6732283608,Mumbai,Maharashtra,India,4.4,Active,2021-02-07,
S00676,Zayyan Fashion Emporium,zayyanfashionemporiu268@gmail.com,7502385037,Ahmedabad,Gujarat,India,2.0,Inactive,2025-11-03,
S00710,Footwear Mart - Ben,footwearmartben422@gmail.com,9766404735,Hyderabad,Telangana,India,3.9,Active,2024-01-08,
S00471,Krishna Mart,krishnamart96@gmail.com,8852008943,Hyderabad,Telangana,India,4.3,Active,2023-09-28,
S00682,Furniture Store - Puri,furniturestorepuri327@gmail.com,6056974132,Delhi,Delhi,India,4.3,Active,2022-06-03,
S00059,Adya Kitchenware Enterprises,adyakitchenwareenter101@gmail.com,6724005045,Patna,Bihar,India,3.2,Active,2024-12-15,
S00880,Bava Beauty Collection,bavabeautycollection686@gmail.com,9810390339,Mumbai,Maharashtra,India,3.5,Active,2019-11-27,
S00499,Rana Fashion Ventures,ranafashionventures608@gmail.com,7928456797,Mumbai,Maharashtra,India,2.5,Active,2019-06-30,
S00256,Mahajan Collection,mahajancollection547@gmail.com,7268424508,Chandigarh,Chandigarh,India,4.4,Active,2019-06-21,
S00304,Shravya Fashion Collection,shravyafashioncollec573@gmail.com,8873928557,Delhi,Delhi,India,2.9,Active,2025-03-21,
S00726,Mobiles & Accessories Ventures - Nayak,mobilesaccessoriesve990@gmail.com,9320331922,Kolkata,West Bengal,India,2.5,Inactive,2022-08-17,
S00611,Bath Emporium,bathemporium957@gmail.com,8214955112,Hyderabad,Telangana,India,4.0,Active,2024-04-22,
S00043,Footwear Collection - Lanka,footwearcollectionla436@gmail.com,8574443135,Ahmedabad,Gujarat,India,2.2,Active,2021-01-28,
S00743,Grocery Mart - Sanghvi,grocerymartsanghvi83@gmail.com,7336132850,Delhi,Delhi,India,3.5,Active,2024-04-12,
S00213,Yutika Sports & Fitness Traders,yutikasportsfitnesst911@gmail.com,8307450544,Ahmedabad,Gujarat,India,2.9,Active,2020-02-07,
S00397,Murty Ventures,murtyventures729@gmail.com,8222231059,Delhi,Delhi,India,2.3,Active,2021-01-25,
S00513,Yogi Mobiles & Accessories Exports,yogimobilesaccessori484@gmail.com,7633373898,Nagpur,Maharashtra,India,4.1,Active,2024-03-04,
S00101,Saumya Beauty Mart,saumyabeautymart618@gmail.com,9275705964,Bengaluru,Karnataka,India,3.9,Active,2019-08-23,
S00825,Books & Stationery Exports - Rao,booksstationeryexpor884@gmail.com,6905911918,Pune,Maharashtra,India,3.3,Active,2021-03-08,
S00556,Buch Kitchenware Ventures,buchkitchenwareventu695@gmail.com,7662015720,Mumbai,Maharashtra,India,6.3,Active,2022-10-18,invalid_seller_rating
S00099,Ikbal Beauty Hub,ikbalbeautyhub835@gmail.com,9403450541,Bengaluru,Karnataka,India,4.2,Active,2023-06-27,
S00262,Ramesh Collection,rameshcollection375@gmail.com,9394278816,Kochi,Kerala,India,3.2,Active,2021-09-05,
S00377,Magar Retail Pvt Ltd,magarretailpvtltd948@gmail.com,6027079032,Nagpur,Maharashtra,India,1.4,Active,2022-06-12,
S00602,Bawa Kitchenware Enterprises,bawakitchenwareenter489@gmail.com,7025213109,Bengaluru,Karnataka,India,4.3,Active,2021-01-17,
S00720,Bera Kitchenware Co.,berakitchenwareco944@gmail.com,6616202812,Hyderabad,Telangana,India,2.6,Inactive,2020-04-10,
S00245,Oeshi Furniture Co.,oeshifurnitureco691@gmail.com,8608106200,Hyderabad,Telangana,India,2.6,Active,2020-10-21,
S00102,Furniture House - Dey,furniturehousedey526@gmail.com,7029702135,Mumbai,Maharashtra,India,3.2,Inactive,2019-05-13,
S00156,,groceryexportslala248@gmail.com,8266179796,Ahmedabad,Gujarat,India,3.6,Inactive,2023-09-10,missing_seller_name
S00734,Choudhry House,choudhryhouse651@gmail.com,6448515791,Delhi,Delhi,India,3.7,Active,2020-04-21,
S00013,Arunima Home & Lifestyle Collection,arunimahomelifestyle195@gmail.com,6165667010,Kolkata,West Bengal,India,3.3,Active,2020-03-23,
S00939,Mobiles & Accessories Mart - Raghavan,mobilesaccessoriesma110@gmail.com,7833372188,Mumbai,Maharashtra,India,3.2,Active,2023-09-14,
S00445,Rao Collection,raocollection92@gmail.com,8862415027,Chennai,Tamil Nadu,India,4.4,Active,2023-01-16,
S00929,Furniture Hub - Sharaf,furniturehubsharaf806@gmail.com,9486287203,Chennai,Tamil Nadu,India,2.0,Inactive,2022-05-07,
S00796,Home & Lifestyle Co. - Bali,homelifestylecobali381@gmail.com,9262282251,Mumbai,Maharashtra,India,4.2,Active,2021-04-15,
S00470,Panini Kitchenware House,paninikitchenwarehou660@gmail.com,7899756341,Coimbatore,Tamil Nadu,India,1.7,Active,2020-05-31,
S00086,Bir Hub,birhub981@gmail.com,6715182037,Bengaluru,Karnataka,India,4.8,Active,2025-11-02,
S00296,Janaki Home & Lifestyle Retail Pvt Ltd,janakihomelifestyler849@gmail.com,9341638944,Chennai,Tamil Nadu,India,3.9,Active,2022-01-06,
S00330,Handa Kitchenware Traders,handakitchenwaretrad463@gmail.com,9038860868,Hyderabad,Telangana,India,4.1,Inactive,2021-02-16,
S00480,Mangat Kitchenware Mart,mangatkitchenwaremar660@gmail.com,6398909837,Kolkata,West Bengal,India,3.5,Active,2026-05-20,
S00869,Rajagopalan Sports & Fitness Ventures,rajagopalansportsfit614@gmail.com,7845525971,,Gujarat,India,1.5,Active,2021-10-05,missing_city_or_state
S00012,Dutta Fashion Enterprises,duttafashionenterpri235@gmail.com,6051834738,Kolkata,West Bengal,India,2.3,Inactive,2025-05-27,
S00048,Mobiles & Accessories Collection - Tak,mobilesaccessoriesco34@gmail.com,7447134936,Chennai,Tamil Nadu,India,2.2,Active,2020-09-02,
