inventory_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status,last_updated,_dq_issue
INV011088,P001008,W008,314,155,159,23,In Stock,2025-04-09 04:07:52,
INV006448,P009417,W009,63,54,9,26,Low Stock,2026-03-21 00:19:29,
INV003092,P006814,W003,261,114,147,54,In Stock,2025-12-25 03:16:38,
INV011332,P004849,W008,117,36,81,18,In Stock,2026-04-02 02:56:29,
INV006989,P006284,W006,457,62,395,50,In Stock,2026-02-04 06:12:00,
INV001278,P007886,W005,169,145,24,67,Low Stock,2025-03-14 10:08:51,
INV000362,P003466,W010,351,143,208,79,In Stock,2026-05-27 04:02:43,
INV011268,P008783,W004,33,13,20,14,In Stock,2025-05-06 00:07:07,
INV002751,P005571,W009,203,123,80,73,In Stock,2025-04-10 07:20:12,
INV002496,P003039,W007,375,150,225,26,In Stock,2025-02-03 06:50:45,
INV005221,P004075,W003,438,154,284,44,In Stock,2025-08-30 15:19:33,
INV007135,P009797,W010,300,29,271,96,In Stock,2025-08-20 04:42:42,
INV006700,P008723,W002,465,60,405,13,In Stock,2026-05-23 05:22:02,
INV015236,P001316,W005,258,118,140,41,In Stock,2026-06-30 17:56:28,
INV015118,P008210,W010,256,254,2,90,Low Stock,2026-01-08 23:46:45,
INV006460,P006225,W005,479,382,97,80,In Stock,2025-10-05 05:46:51,
INV013933,P009645,W009,288,127,161,12,In Stock,2026-01-27 03:11:48,
INV013315,P007473,W004,251,179,72,79,Low Stock,2025-02-22 04:29:45,
INV004350,P000831,W003,65,16,49,35,In Stock,2025-02-28 16:31:07,
INV000774,P005749,W006,112,93,19,19,Low Stock,2026-01-10 19:04:13,
INV006322,P003214,W008,413,269,144,58,In Stock,2025-03-17 23:23:56,
INV008914,P008348,W009,139,45,94,26,In Stock,2025-06-23 22:11:15,
INV010955,P007405,W009,151,47,104,37,In Stock,2025-02-11 04:17:39,
INV013152,P000970,W006,410,83,327,23,Overstocked,2025-04-14 16:16:11,
INV018326,P007843,W007,428,181,247,59,In Stock,2025-03-29 02:29:25,
INV005132,P004623,W007,374,273,101,57,In Stock,2026-03-27 18:25:53,
INV015578,P007903,W001,149,91,58,15,In Stock,2025-08-28 01:05:50,
INV013022,P002075,W002,111,23,88,72,In Stock,2025-08-04 09:53:53,
INV000867,P005136,W003,133,93,40,60,0,2026-06-28 09:45:42,invalid_inventory_status
INV001033,P008567,W002,76,58,18,23,Low Stock,2025-07-14 17:11:51,
INV005309,P000433,W001,245,142,103,37,In Stock,2025-09-07 06:41:39,
INV015533,P009857,W008,485,464,21,32,Low Stock,2025-08-02 21:02:20,
INV001489,P002761,W004,498,476,22,63,Low Stock,2025-06-13 16:25:45,
INV006129,P008088,W002,490,403,87,62,In Stock,2026-05-28 22:02:19,
INV008822,P001818,W003,355,162,193,97,In Stock,2025-03-04 16:06:50,
INV012746,P003441,W003,237,43,194,60,In Stock,2026-04-08 16:04:21,
INV005070,P004133,W002,18,15,3,47,Low Stock,2025-07-19 13:25:17,
INV017255,P003001,W008,361,205,156,83,In Stock,2025-08-26 08:41:32,
INV006126,P007683,W006,129,33,96,59,In Stock,2026-02-18 05:48:13,
INV016383,P007924,W001,342,195,147,56,In Stock,2025-03-29 19:22:27,
INV017764,P004534,W002,492,189,303,16,Overstocked,2026-05-28 00:56:25,
INV002797,P008699,W009,0,0,0,67,Out of Stock,2025-09-09 14:30:42,
INV000740,P007645,W004,128,98,30,66,Low Stock,2026-07-27 22:12:53,
INV005523,P002927,W007,450,431,19,24,Low Stock,2026-07-30 04:34:33,
INV009314,P007801,W006,16,8,8,95,Low Stock,2026-06-28 19:15:43,
INV006801,P006547,W004,385,8,377,49,Overstocked,2025-04-20 04:09:27,
INV000992,P006821,W003,342,184,158,60,In Stock,2026-07-11 02:31:55,
INV008274,P004120,W007,377,235,142,55,In Stock,2025-04-06 16:18:00,
INV014952,P009226,W006,113,26,87,58,In Stock,2025-11-25 23:51:20,
INV009231,P000294,W002,117,41,76,28,In Stock,2025-11-07 17:26:52,
INV007819,P003761,W004,340,266,74,14,In Stock,2026-07-14 07:21:58,
INV013525,P002066,W007,385,16,369,83,In Stock,2025-07-08 20:40:57,
INV001437,P007247,W007,141,49,92,28,In Stock,2025-01-14 17:13:52,
INV014214,P001265,W006,262,3,259,73,In Stock,2025-10-06 21:42:23,
INV010464,P004158,W009,409,350,59,58,In Stock,2025-09-11 04:57:17,
INV005924,P006903,W009,33,10,23,50,Low Stock,2026-02-16 12:52:46,
INV014934,P009274,W010,173,110,63,42,In Stock,2025-05-24 14:31:44,
INV003803,P002740,W002,105,17,88,100,Low Stock,2026-03-29 19:17:17,
INV019592,P009445,W002,425,359,66,61,In Stock,2025-08-18 10:28:25,
INV010803,P005559,W007,97,24,73,25,In Stock,2025-01-23 12:49:07,
INV018008,P008417,W001,467,416,51,36,In Stock,2026-04-27 06:48:57,
INV000631,P006721,W003,280,151,129,91,In Stock,2025-08-20 12:10:33,
INV015714,P003688,W008,301,185,116,87,In Stock,2026-04-08 20:12:40,
INV015604,P000216,W004,176,172,4,40,Low Stock,2026-06-09 09:24:57,
INV007668,P000917,W005,28,17,11,27,Low Stock,2025-03-11 06:43:39,
INV016785,P007327,W004,462,270,192,69,In Stock,2025-09-30 20:21:12,
INV000732,P006370,W003,97,8,89,33,In Stock,2025-08-13 22:26:51,
INV016494,P005437,W005,364,95,269,20,Overstocked,2026-06-15 18:46:29,
INV012872,P006504,W010,122,62,60,56,In Stock,2025-11-29 19:20:09,
INV009045,P007024,W003,404,42,362,97,In Stock,2026-07-17 01:27:00,
INV010007,P003616,W002,19,7,12,31,Low Stock,2025-07-03 22:26:39,
INV009733,P001151,W010,39,18,21,61,Low Stock,2025-02-14 12:23:19,
INV003896,P001181,W010,226,130,96,47,In Stock,2025-11-27 18:36:53,
INV015477,P005183,W005,215,149,66,21,In Stock,2025-03-28 09:43:08,
INV016403,P007226,W004,39,34,5,20,Low Stock,2025-07-17 08:52:02,
INV003634,P006753,W009,383,294,89,86,In Stock,2025-07-30 12:09:11,
INV001932,P009137,W007,13,5,8,64,Low Stock,2025-09-10 23:12:39,
INV017901,P007491,W008,46,35,11,78,Low Stock,2025-04-18 06:22:22,
INV017987,P007024,W002,100,85,15,41,Low Stock,2025-05-15 08:57:22,
INV002835,P003225,W008,498,451,47,56,Low Stock,2025-07-18 20:48:42,
INV001542,P001806,W001,54,5,49,93,Low Stock,2026-04-24 15:55:33,
INV017359,P005139,W004,159,18,141,24,In Stock,2025-07-02 03:29:48,
INV014255,P008107,W005,374,9,365,16,Overstocked,2026-04-04 00:40:07,
INV002535,P003705,W008,139,4,135,73,In Stock,2025-12-10 20:25:54,
INV017634,P009571,W002,67,1,66,27,In Stock,2025-05-17 18:01:06,
INV003011,P003444,W006,237,85,152,60,In Stock,2026-02-15 16:53:39,
INV011156,P009953,W009,141,8,133,96,In Stock,2025-11-15 13:42:44,
INV001634,P000410,W005,155,78,77,20,In Stock,2026-03-17 03:24:10,
INV017122,P000754,W009,383,345,38,21,In Stock,2026-06-04 05:12:05,
INV009757,P001317,W009,68,1,67,53,In Stock,2025-08-02 18:32:31,
INV013890,P003211,W006,354,288,66,24,In Stock,2025-06-21 04:33:23,
INV006200,P008963,W007,361,71,290,86,In Stock,2025-05-03 00:08:48,
INV016385,P004663,W009,91,90,1,31,Low Stock,2025-01-23 07:17:11,
INV015820,P005259,W007,344,147,197,87,In Stock,2025-08-30 04:50:56,
INV000269,P004441,W004,329,295,34,43,Low Stock,2026-03-21 09:24:37,
INV015093,P001624,W010,341,115,226,93,In Stock,2025-08-08 03:31:25,
INV001227,P002373,W004,304,171,133,42,In Stock,2025-03-25 18:17:43,
INV000583,P009332,W009,497,142,355,16,In Stock,2026-05-15 16:18:14,
INV012534,P004922,W006,140,89,51,28,In Stock,2025-07-22 15:36:25,
INV017807,P000456,W006,136,49,87,25,In Stock,2025-01-02 13:43:18,
INV005325,P000143,W010,389,139,250,39,In Stock,2026-05-15 14:25:14,
INV000178,P002914,W002,165,155,10,28,Low Stock,2025-04-09 00:22:54,
INV009569,P000385,W009,109,49,60,18,In Stock,2025-12-12 08:38:37,
INV014285,P008907,W003,306,22,284,16,In Stock,2026-02-02 16:38:44,
INV004753,P004619,W006,429,271,158,50,In Stock,2026-01-21 13:39:02,
INV017000,P002762,W001,440,197,243,16,Overstocked,2026-04-03 00:54:56,
INV015051,P005799,W009,144,69,75,26,In Stock,2025-12-20 08:20:03,
INV016594,P007561,W004,113,109,4,31,Low Stock,2026-02-07 05:56:30,
INV003255,P002531,W005,432,42,390,80,In Stock,2025-10-29 18:18:42,
INV011953,P004286,W007,157,148,9,92,Low Stock,2025-05-27 20:28:11,
INV015262,P004278,W006,465,142,323,35,In Stock,2025-05-23 10:09:55,
INV001672,P008375,W009,81,36,45,19,In Stock,2026-03-23 21:24:39,
INV007634,P009660,W008,463,139,324,16,Overstocked,2025-04-08 15:13:24,
INV013195,P009528,W005,179,137,42,10,In Stock,2026-04-16 08:23:32,
INV002036,P002648,W004,360,330,30,80,Low Stock,2025-12-28 09:34:04,
INV007759,P009230,W003,0,0,0,90,Out of Stock,2026-02-02 01:39:11,
INV004756,P009845,W006,264,29,235,37,In Stock,2026-01-26 22:29:08,
INV003460,P004385,W004,307,23,284,59,In Stock,2026-03-21 18:48:15,
INV018943,P005952,W001,60,40,20,80,Low Stock,2025-04-21 22:42:55,
INV002542,P005189,W002,461,84,377,96,In Stock,2025-03-03 01:06:33,
INV001719,P007444,W009,409,26,383,87,In Stock,2026-02-09 03:45:57,
INV012121,P001371,W002,278,165,113,30,In Stock,2025-04-20 20:56:15,
INV006366,P003574,W009,457,313,144,13,In Stock,2026-07-26 10:34:37,
INV001042,P001482,W007,81,64,17,17,Low Stock,2025-07-24 13:57:49,
INV009693,P000419,W002,143,48,95,13,In Stock,2025-08-23 09:21:59,
INV012161,P009222,W008,14,11,3,65,Low Stock,2026-05-20 09:13:40,
INV010134,P009305,W007,21,17,4,21,Low Stock,2026-04-07 21:00:41,
INV016805,P004025,W009,157,70,87,70,In Stock,2026-07-27 16:13:10,
INV012796,P005614,W006,382,300,82,79,Backordered,2025-12-19 18:04:22,invalid_inventory_status
INV002988,P008262,W005,223,127,96,61,In Stock,2026-03-21 14:13:55,
INV003221,P008512,W008,279,15,264,11,Overstocked,2026-04-15 20:26:11,
INV002763,P005023,W003,329,85,244,72,In Stock,2025-01-24 20:23:04,
INV007427,P000801,W001,421,305,116,15,Overstocked,2026-06-02 15:56:48,
INV017656,P000652,W010,124,8,116,63,In Stock,2025-12-23 08:44:11,
INV001560,P001160,W007,492,320,172,19,Overstocked,2025-10-19 11:14:54,
INV006060,P007284,W006,58,44,14,16,Low Stock,2025-10-20 13:21:23,
INV002162,P006093,W008,168,91,77,89,Low Stock,2026-03-13 10:09:47,
INV009820,P002740,W005,344,289,55,66,Low Stock,2025-09-21 01:44:24,
INV011729,P008488,W004,379,48,331,23,In Stock,2025-11-24 01:23:24,
INV002479,P007272,W001,20,9,11,97,Low Stock,2025-08-15 07:38:49,
INV007103,P007599,W005,401,65,336,42,In Stock,2026-02-25 06:30:09,
INV011057,P002100,W004,116,18,98,27,In Stock,2026-10-16 00:00:00,future_last_updated
INV003638,P006673,W007,73,53,20,20,Low Stock,2025-11-08 07:00:27,
INV004589,P006848,W002,200,13,187,10,Overstocked,2025-03-28 06:47:30,
INV012556,P004034,W002,416,207,209,51,In Stock,2026-07-29 20:08:28,
INV007687,P005377,W009,164,55,109,47,In Stock,2026-06-05 06:48:51,
INV001522,P006896,W004,56,25,31,65,Low Stock,2025-11-08 20:53:02,
INV011401,P003448,W001,87,81,6,61,Low Stock,2026-02-27 04:44:02,
INV008435,P009190,W009,291,22,269,85,In Stock,2025-03-13 11:54:09,
INV001752,P004318,W005,92,4,88,63,In Stock,2026-04-22 10:11:55,
INV005568,P001255,W009,480,129,351,54,In Stock,2025-06-13 23:34:45,
INV017684,P002723,W004,458,148,310,-25,In Stock,2025-07-07 10:51:26,invalid_reorder_level
INV009579,P009934,W003,362,338,24,92,Low Stock,2026-04-14 09:47:51,
INV015879,P005107,W002,52,3,49,77,Low Stock,2026-07-23 11:04:58,
INV003385,P000058,W009,298,258,40,80,Low Stock,2025-08-10 05:44:50,
INV007998,P006887,W006,145,111,34,99,Low Stock,2025-03-16 21:50:48,
INV001106,P002644,W009,109,74,35,10,In Stock,2026-03-20 08:15:21,
INV017701,P008822,W002,323,146,177,21,In Stock,2026-04-27 23:44:07,
INV017280,P001946,W008,421,222,199,74,In Stock,2025-05-08 01:20:44,
INV004192,P009218,W008,144,91,53,69,Low Stock,2025-11-29 10:38:26,
INV017091,P004005,W002,484,198,343,98,In Stock,2025-12-16 08:36:19,available_quantity_mismatch
INV011358,P007819,W001,308,262,46,82,Low Stock,2025-08-08 08:58:44,
INV009286,P017050,W008,415,246,169,57,In Stock,2025-04-29 12:49:54,invalid_product_id
INV004495,P002366,W009,29,10,19,87,Low Stock,2026-05-28 06:32:20,
INV019043,P009152,W001,136,10,126,16,In Stock,2025-03-22 02:51:23,
INV007983,P004901,W008,458,168,290,51,In Stock,2026-01-01 21:26:19,
INV003876,P008148,W005,7,1,6,88,Low Stock,2025-10-01 23:37:13,
INV003608,P004451,W010,227,82,145,65,In Stock,2026-06-20 17:25:40,
INV000693,P005215,W005,275,4,271,99,In Stock,2025-07-12 19:51:26,
INV005345,P004279,W010,375,6,369,27,In Stock,2025-02-22 07:15:12,
INV013832,P004266,W004,239,76,163,56,In Stock,2025-09-26 11:15:09,
INV015939,P008075,W004,286,142,144,14,In Stock,2026-04-13 16:01:59,
INV007743,P003067,W003,436,268,168,92,In Stock,2026-01-22 06:55:18,
INV000126,P004423,W009,207,131,76,10,In Stock,2025-12-25 19:51:47,
INV010197,P002082,W006,34,8,26,29,Low Stock,2025-11-11 22:59:22,
INV001082,P000221,W010,366,332,34,26,In Stock,2026-06-17 15:22:10,
INV003533,P000521,W002,255,179,76,17,Overstocked,2026-03-24 01:56:17,
INV003271,P000552,W001,444,203,241,24,In Stock,2025-12-27 21:40:17,
INV018323,P006496,W005,115,34,81,87,Low Stock,2026-02-02 08:44:44,
INV019376,P009488,W001,406,147,259,91,In Stock,2025-08-03 06:48:54,
INV005898,P000866,W008,108,53,55,11,In Stock,2026-02-16 13:23:20,
INV015911,P003138,W005,50,44,6,62,Low Stock,2025-12-06 15:15:24,
INV011573,P007247,W006,400,76,324,53,Overstocked,2026-01-09 12:52:54,
INV005195,P006767,W007,462,15,447,31,In Stock,2025-12-14 00:03:05,
INV015109,P003592,W005,189,98,91,26,In Stock,2025-11-09 06:47:10,
INV003739,P002188,W010,184,23,161,24,Overstocked,2025-12-22 17:31:23,
INV015229,P008253,W002,178,125,53,76,Low Stock,2025-08-10 03:55:22,
INV006594,P000694,W001,104,24,80,15,In Stock,2025-03-14 12:29:55,
INV014155,P005667,W004,77,37,40,95,Low Stock,2025-03-04 14:14:06,
INV016195,P006800,W006,67,4,63,75,Low Stock,2025-09-05 20:05:28,
INV016602,P000620,W002,13,2,11,54,Low Stock,2026-02-10 07:51:45,
INV014632,P000054,W001,498,150,348,67,In Stock,2026-03-25 13:45:32,
INV014103,P009207,W008,272,170,102,84,In Stock,2025-06-23 20:29:37,
INV015681,P002172,W001,90,17,73,85,Low Stock,2025-02-12 10:10:56,
INV003212,P000367,W002,191,61,130,80,In Stock,2025-02-16 05:06:31,
INV007876,P001469,W006,239,88,151,89,In Stock,2025-01-02 12:47:33,
INV014225,P006409,W008,376,46,330,69,Overstocked,2025-05-02 18:56:30,
INV005691,P002607,W009,226,145,81,65,In Stock,2026-03-08 23:23:58,
INV017378,P002741,W009,178,27,151,34,Overstocked,2025-01-28 01:33:27,
INV007683,P004725,W001,165,2,163,87,In Stock,2026-04-13 04:53:29,
INV015092,P009105,W009,5,5,0,48,Out of Stock,2025-12-07 02:51:12,
INV018049,P002962,W001,97,72,25,38,Low Stock,2026-06-11 15:54:30,
INV012044,P000463,W006,366,317,49,37,In Stock,2026-02-04 09:22:43,
INV017199,P003677,W002,0,0,0,60,Out of Stock,2025-02-26 12:07:40,
INV012878,P005986,W010,293,228,65,39,In Stock,2026-03-28 02:30:58,
INV001438,P009143,W005,195,104,91,77,In Stock,2026-06-28 19:54:25,
INV004683,P003694,W005,270,158,112,37,In Stock,2026-06-10 23:44:45,
INV018807,P009548,W004,365,310,55,58,Low Stock,2025-01-14 01:53:33,
INV000138,P000968,W008,406,333,73,29,In Stock,2025-01-29 18:05:44,
INV015907,P006755,W003,164,122,42,55,Low Stock,2026-07-01 10:28:54,
INV007033,P005843,W007,30,24,6,35,Low Stock,2026-01-15 06:31:13,
INV019692,P007536,W004,308,107,201,39,In Stock,2026-03-26 07:26:37,
INV002318,P004183,W009,19,17,2,82,Low Stock,2025-02-22 06:21:40,
INV001788,P007632,W004,73,37,36,76,Low Stock,2026-04-22 21:47:10,
INV005475,P004012,W006,352,201,151,17,Overstocked,2025-02-15 14:34:19,
INV000173,P004315,W010,0,0,0,40,Out of Stock,2025-09-09 11:32:15,
INV005025,P003497,W003,184,7,177,54,In Stock,2025-03-11 04:04:55,
INV012539,P004858,W002,208,166,42,98,Low Stock,2025-11-15 21:08:26,
INV010741,P007548,W009,429,35,394,38,In Stock,2025-06-11 07:08:12,
INV001099,P007780,W003,60,20,40,15,In Stock,2026-01-23 17:57:37,
INV015310,P001493,W005,249,192,57,95,Low Stock,2026-07-27 11:33:03,
INV004223,P002668,W003,0,0,0,96,Out of Stock,2026-07-15 19:11:11,
INV015112,P004088,W010,416,142,274,-25,Overstocked,2025-10-25 06:25:27,invalid_reorder_level
INV019262,P003876,W002,251,48,203,39,In Stock,2026-04-16 07:49:50,
INV007405,P008961,W004,115,99,16,66,Low Stock,2025-07-15 01:29:18,
INV008854,P007838,W009,220,212,8,68,Low Stock,2025-11-19 03:21:14,
INV004074,P008285,W001,278,258,20,22,Low Stock,2025-02-28 15:44:18,
INV003470,P003808,W005,473,3,470,78,In Stock,2026-04-20 09:07:47,
INV016678,P003993,W008,171,134,37,28,In Stock,2025-09-09 05:24:38,
INV005646,P006078,W009,203,43,160,74,In Stock,2025-10-27 21:40:29,
INV009975,P008666,W009,376,53,323,78,In Stock,2025-11-09 03:50:51,
INV006273,P000150,W005,352,77,275,83,In Stock,28/07/2025 12:56,invalid_last_updated
INV006323,P005978,W010,381,216,165,12,Overstocked,2025-05-11 04:28:08,
INV003156,P007770,W010,135,87,48,16,In Stock,2026-04-02 08:34:31,
INV005719,P003891,W009,148,42,106,20,In Stock,2026-07-13 03:32:30,
INV019654,P005222,W006,237,19,218,91,In Stock,2025-08-20 23:03:50,
INV015652,P002191,W001,358,271,87,85,In Stock,2025-10-30 17:55:59,
INV016178,P002391,W011,104,24,80,45,In Stock,2025-07-24 12:12:37,invalid_warehouse_id
INV002398,P003325,W004,3,2,1,83,Low Stock,2026-01-18 15:42:50,
INV017948,P002225,W002,499,48,451,48,In Stock,2025-10-27 12:41:09,
INV001609,P000994,W002,123,21,102,50,In Stock,2025-05-10 10:29:47,
INV009453,P000001,W001,356,136,220,60,In Stock,2026-06-07 01:43:17,
INV011746,P008509,W007,306,96,210,59,In Stock,2025-12-12 07:42:33,
INV015728,P005268,W008,17,0,17,33,Low Stock,2025-01-25 23:06:19,
INV013069,P002575,W004,165,104,61,95,Low Stock,2025-01-15 10:20:21,
INV010329,P004968,W002,449,324,125,81,In Stock,2026-01-19 07:11:24,
INV007001,P002222,W007,135,46,89,53,In Stock,2025-04-08 09:06:05,
INV017550,P003166,W002,361,211,150,44,In Stock,2026-03-26 03:32:40,
INV017436,P000290,W003,93,54,39,36,In Stock,2025-12-15 22:50:01,
INV006970,P005461,W010,47,39,8,41,Low Stock,2025-04-07 05:47:07,
INV000207,P008259,W010,322,252,70,69,In Stock,2026-03-27 02:04:05,
INV001094,P009868,W001,306,131,175,19,Overstocked,2025-02-10 11:26:58,
INV009070,P009557,W003,474,242,232,37,In Stock,2026-04-22 05:27:37,
INV017085,P000087,W010,314,268,46,91,Low Stock,2025-02-10 03:22:12,
INV009613,P009119,W008,72,47,25,29,Low Stock,2025-09-21 03:14:09,
INV002236,P005191,W002,433,252,181,39,in-stock!,2025-03-20 20:48:01,invalid_inventory_status
INV003080,P006214,W003,210,5,205,98,In Stock,2026-07-03 13:05:18,
INV015052,P009804,W004,52,46,6,90,Low Stock,2025-01-07 00:44:15,
INV008703,P001946,W003,95,37,58,32,In Stock,2025-06-29 09:37:22,
INV006493,P007262,W003,270,223,47,66,Low Stock,2026-01-29 08:27:17,
INV001804,P006256,W006,461,222,239,93,In Stock,2025-05-19 06:23:30,
INV017128,P002823,W006,292,81,211,62,In Stock,2025-12-10 21:09:01,
INV004593,P009415,W007,272,155,117,95,In Stock,2026-03-22 00:45:43,
INV017450,P005208,W009,42,36,6,70,Low Stock,2026-01-31 19:58:34,
INV014010,P001882,W007,145,115,30,42,Low Stock,2025-05-06 10:20:02,
INV017277,P003646,W007,445,157,288,72,In Stock,2026-07-18 00:50:59,
INV008025,P005031,W007,479,140,339,85,In Stock,2025-03-04 08:48:14,
INV011614,P008060,W008,421,9,412,87,In Stock,2026-07-31 07:08:30,
INV016738,P001934,W005,213,141,72,83,Low Stock,2025-12-16 08:24:32,
INV001905,P000040,W003,88,44,44,92,Low Stock,2026-04-02 00:59:51,
INV001916,P007846,W004,164,162,2,19,Low Stock,2026-01-07 12:08:25,
INV010671,P000587,W009,40,19,21,43,Low Stock,2026-02-19 04:09:05,
INV019410,P006006,W009,456,87,369,97,In Stock,2025-02-08 06:26:23,
INV007237,P005491,W005,349,14,335,84,In Stock,2025-02-02 21:46:35,
INV009250,P008072,W006,461,210,251,76,In Stock,2025-01-02 13:09:01,
INV011479,P008164,W007,404,59,345,68,Unknown,2026-01-21 12:22:25,invalid_inventory_status
INV014133,P007701,W001,28,6,22,63,Low Stock,2026-02-24 09:13:29,
INV018084,P000636,W006,106,77,29,25,In Stock,2025-12-02 23:39:56,
INV002991,P005432,W004,358,112,246,70,In Stock,2025-01-30 05:34:05,
INV008433,P006273,W002,154,99,55,41,In Stock,2025-04-21 12:50:00,
INV009553,P004388,W004,131,60,71,57,In Stock,2025-09-07 11:02:16,
INV005012,P000321,W003,296,180,116,30,In Stock,2025-02-02 16:38:16,
INV017451,P001457,W006,108,25,83,82,In Stock,2025-12-02 22:42:57,
INV007308,P007916,W008,360,207,153,92,In Stock,2025-11-29 14:23:06,
INV000923,P006993,W001,171,77,94,61,In Stock,2026-05-07 02:24:50,
INV014783,P003259,W002,329,5,324,29,In Stock,2026-02-13 11:52:52,
INV003754,P003841,W009,458,127,331,36,In Stock,2025-04-20 05:53:49,
INV005798,P004957,W007,337,150,225,48,In Stock,2025-07-15 06:49:53,available_quantity_mismatch
INV013670,P004415,W002,276,246,30,17,In Stock,2025-07-21 17:07:42,
INV009639,P004991,W004,241,13,228,71,In Stock,2025-02-14 00:01:22,
INV002453,P007839,W008,98,61,37,22,In Stock,2026-02-23 16:16:20,
INV013928,P002683,W007,247,99,148,82,In Stock,2025-06-03 00:20:33,
INV001441,P002462,W006,21,0,21,16,In Stock,2025-06-14 15:32:52,
INV019522,P008792,W008,329,48,281,15,In Stock,2026-04-09 15:42:31,
INV018014,P001034,W007,472,269,203,32,Overstocked,2025-07-08 15:17:44,
INV018145,P004698,W003,304,97,207,38,In Stock,2026-03-21 19:16:50,
INV013467,P003356,W004,404,203,201,54,In Stock,2025-06-06 02:39:51,
INV019815,P000714,W004,235,224,11,70,Low Stock,2026-06-24 18:06:08,
INV003789,P006959,W001,113,76,37,24,In Stock,2025-03-23 11:05:27,
INV001511,P007943,W007,482,220,262,15,In Stock,2025-07-05 17:20:42,
INV006417,P005326,W009,361,228,133,99,In Stock,2025-03-03 16:55:03,
INV014268,P000557,W001,36,35,1,20,Low Stock,2025-01-12 19:30:14,
INV006487,P000143,W008,5,5,0,32,Out of Stock,2026-01-04 20:44:33,
INV018473,P008996,W008,318,253,65,71,Low Stock,2026-02-01 22:03:26,
INV014413,P000616,W001,225,212,13,60,Low Stock,2025-12-31 00:14:52,
INV015043,P008705,W006,344,93,251,94,In Stock,2026-01-27 23:40:14,
INV014436,P003464,W001,218,171,47,26,In Stock,2025-07-31 19:31:42,
INV014417,P004952,W009,455,229,226,83,In Stock,2026-05-19 20:15:28,
INV009486,P009588,W004,392,296,96,21,Overstocked,2026-05-11 00:34:56,
INV009773,P004666,W008,90,71,19,94,Low Stock,2025-08-07 17:19:40,
INV005461,P005646,W003,478,321,157,52,In Stock,2026-01-30 13:29:49,
INV006182,P007012,W008,164,46,118,53,In Stock,2025-07-14 22:30:04,
INV002503,P006974,W008,56,31,25,90,Low Stock,2025-11-26 16:45:38,
INV001414,P005104,W002,347,272,75,99,Low Stock,2025-11-11 22:32:08,
INV013984,P009626,W003,263,133,130,53,In Stock,2026-04-04 11:37:00,
INV005983,P000619,W009,77,33,44,92,Low Stock,2025-02-22 02:00:44,
INV001248,P005068,W005,0,0,0,35,Out of Stock,2025-05-16 06:19:41,
INV017226,P009752,W001,351,226,125,93,In Stock,2026-03-03 20:58:06,
INV002228,P001911,W006,324,48,276,68,In Stock,2025-07-07 11:37:26,
INV000190,P006948,W007,74,72,2,94,Low Stock,2025-02-24 01:09:58,
INV011904,P008932,W005,462,310,152,55,In Stock,2025-04-07 01:50:50,
INV006516,P003621,W010,388,253,135,72,In Stock,2025-12-06 10:40:06,
INV007088,P000529,W007,67,25,42,27,In Stock,2026-02-15 07:37:15,
INV009180,P006800,W003,290,220,70,35,In Stock,2025-03-16 01:06:38,
INV011290,P001018,W004,134,122,12,14,Low Stock,2025-04-16 04:32:33,
INV001704,P007305,W001,226,2,224,69,In Stock,2025-10-06 15:05:36,
INV002760,P004637,W003,334,239,95,53,In Stock,2025-06-02 20:47:30,
INV019223,P000028,W004,267,219,48,26,In Stock,2025-08-20 06:10:54,
INV011457,P000882,W007,182,7,175,67,In Stock,2025-09-09 00:09:32,
INV003522,P000755,W003,403,341,62,99,Low Stock,2025-08-19 13:42:44,
INV007599,P008221,W006,216,166,50,56,Low Stock,2026-04-27 14:36:29,
INV004556,P000105,W010,363,117,246,60,In Stock,2025-08-13 10:03:20,
INV004253,P009894,W001,361,103,258,30,Overstocked,2026-05-17 06:54:45,
INV003751,P009265,W002,346,167,179,27,Overstocked,2025-03-16 10:32:34,
INV012102,P006521,W004,355,248,107,58,In Stock,2026-05-19 16:58:28,
INV015166,P001452,W008,135,118,17,87,Low Stock,2025-02-11 11:15:49,
INV002163,P000996,W010,164,124,40,50,Low Stock,2026-02-21 13:32:46,
INV010194,P001050,W003,132,70,62,77,Low Stock,2026-03-14 18:17:15,
INV008155,P006073,W008,104,34,70,19,In Stock,2026-01-29 15:57:56,
INV003704,P001708,W004,481,68,413,88,Overstocked,2026-01-23 06:44:51,
INV006935,P006891,W008,285,36,249,11,In Stock,2026-06-05 02:57:45,
INV019862,P008338,W010,25,19,6,15,Low Stock,2026-03-16 19:05:57,
INV016156,P000067,W004,199,199,0,59,Out of Stock,2026-01-25 23:49:19,
INV002807,P001408,W002,447,95,352,58,Overstocked,2026-03-06 18:11:07,
INV015954,P002105,W002,3,0,3,97,Low Stock,2025-11-24 12:53:15,
INV015760,P000568,W001,45,2,43,61,Low Stock,2025-01-11 00:47:23,
INV010903,P009250,W006,94,61,33,22,In Stock,2025-05-25 11:29:18,
INV004500,P009827,W007,276,106,170,14,Overstocked,2026-05-25 20:59:46,
INV017728,P009224,W004,252,123,129,57,In Stock,2026-03-29 18:56:18,
INV008495,P007660,W005,126,64,62,56,In Stock,2025-03-26 18:37:48,
